plan_id,user_id,target_tabungan,batas_pengeluaran_kategori,tenggat_waktu
PLAN_f87f91de,USER_08258,977609,"{""Food Delivery"": 1020000, ""Coffee Shop"": 340000, ""Movie Ticket"": 340000, ""Gaming"": 340000}",2023-08-31
PLAN_26044da5,USER_08966,469289,"{""Food Delivery"": 570000, ""Coffee Shop"": 190000, ""Movie Ticket"": 190000, ""Gaming"": 190000}",2023-08-31
PLAN_8c2876ee,USER_07563,2506160,"{""Food Delivery"": 2205000, ""Coffee Shop"": 735000, ""Movie Ticket"": 735000, ""Gaming"": 735000}",2023-08-31
PLAN_2f47816d,USER_00569,908564,"{""Food Delivery"": 750000, ""Coffee Shop"": 250000, ""Movie Ticket"": 250000, ""Gaming"": 250000}",2023-08-31
PLAN_35e0cf29,USER_00403,1623751,"{""Food Delivery"": 1575000, ""Coffee Shop"": 525000, ""Movie Ticket"": 525000, ""Gaming"": 525000}",2023-08-31
PLAN_2db39523,USER_06029,2911212,"{""Food Delivery"": 2220000, ""Coffee Shop"": 740000, ""Movie Ticket"": 740000, ""Gaming"": 740000}",2023-08-31
PLAN_66123083,USER_07539,609967,"{""Food Delivery"": 870000, ""Coffee Shop"": 290000, ""Movie Ticket"": 290000, ""Gaming"": 290000}",2023-08-31
PLAN_9a37a79a,USER_07248,932973,"{""Food Delivery"": 930000, ""Coffee Shop"": 310000, ""Movie Ticket"": 310000, ""Gaming"": 310000}",2023-08-31
PLAN_a075beb1,USER_08070,2337097,"{""Food Delivery"": 2040000, ""Coffee Shop"": 680000, ""Movie Ticket"": 680000, ""Gaming"": 680000}",2023-08-31
PLAN_6c73b1fe,USER_01696,1695002,"{""Food Delivery"": 1365000, ""Coffee Shop"": 455000, ""Movie Ticket"": 455000, ""Gaming"": 455000}",2023-08-31
PLAN_e43c5bea,USER_06875,1721713,"{""Food Delivery"": 2190000, ""Coffee Shop"": 730000, ""Movie Ticket"": 730000, ""Gaming"": 730000}",2023-08-31
PLAN_809edb37,USER_05722,792001,"{""Food Delivery"": 660000, ""Coffee Shop"": 220000, ""Movie Ticket"": 220000, ""Gaming"": 220000}",2023-08-31
PLAN_51984415,USER_02200,481339,"{""Food Delivery"": 465000, ""Coffee Shop"": 155000, ""Movie Ticket"": 155000, ""Gaming"": 155000}",2023-08-31
PLAN_7ccd6ce2,USER_08936,1131208,"{""Food Delivery"": 1215000, ""Coffee Shop"": 405000, ""Movie Ticket"": 405000, ""Gaming"": 405000}",2023-08-31
PLAN_ceb44d4f,USER_05294,1493863,"{""Food Delivery"": 1980000, ""Coffee Shop"": 660000, ""Movie Ticket"": 660000, ""Gaming"": 660000}",2023-08-31
PLAN_c476781e,USER_06338,2723331,"{""Food Delivery"": 2190000, ""Coffee Shop"": 730000, ""Movie Ticket"": 730000, ""Gaming"": 730000}",2023-08-31
PLAN_a0688a0d,USER_05856,844809,"{""Food Delivery"": 1095000, ""Coffee Shop"": 365000, ""Movie Ticket"": 365000, ""Gaming"": 365000}",2023-08-31
PLAN_7a5f4c48,USER_05560,1087123,"{""Food Delivery"": 1245000, ""Coffee Shop"": 415000, ""Movie Ticket"": 415000, ""Gaming"": 415000}",2023-08-31
PLAN_8128c234,USER_08466,606321,"{""Food Delivery"": 705000, ""Coffee Shop"": 235000, ""Movie Ticket"": 235000, ""Gaming"": 235000}",2023-08-31
PLAN_bf60acd8,USER_02156,598852,"{""Food Delivery"": 480000, ""Coffee Shop"": 160000, ""Movie Ticket"": 160000, ""Gaming"": 160000}",2023-08-31
PLAN_8544cb91,USER_03715,602173,"{""Food Delivery"": 540000, ""Coffee Shop"": 180000, ""Movie Ticket"": 180000, ""Gaming"": 180000}",2023-08-31
PLAN_4e5d061c,USER_09509,1293610,"{""Food Delivery"": 1080000, ""Coffee Shop"": 360000, ""Movie Ticket"": 360000, ""Gaming"": 360000}",2023-08-31
PLAN_3d5cdee2,USER_04262,1388019,"{""Food Delivery"": 1665000, ""Coffee Shop"": 555000, ""Movie Ticket"": 555000, ""Gaming"": 555000}",2023-08-31
PLAN_9f1442b1,USER_06265,2226077,"{""Food Delivery"": 2055000, ""Coffee Shop"": 685000, ""Movie Ticket"": 685000, ""Gaming"": 685000}",2023-08-31
PLAN_a8d825fb,USER_09652,1053069,"{""Food Delivery"": 1005000, ""Coffee Shop"": 335000, ""Movie Ticket"": 335000, ""Gaming"": 335000}",2023-08-31
PLAN_d59f7e46,USER_05239,1209668,"{""Food Delivery"": 990000, ""Coffee Shop"": 330000, ""Movie Ticket"": 330000, ""Gaming"": 330000}",2023-08-31
PLAN_93e0107e,USER_04801,1658295,"{""Food Delivery"": 1305000, ""Coffee Shop"": 435000, ""Movie Ticket"": 435000, ""Gaming"": 435000}",2023-08-31
PLAN_045642e6,USER_09636,627537,"{""Food Delivery"": 930000, ""Coffee Shop"": 310000, ""Movie Ticket"": 310000, ""Gaming"": 310000}",2023-08-31
PLAN_d64d9900,USER_06970,2293407,"{""Food Delivery"": 2055000, ""Coffee Shop"": 685000, ""Movie Ticket"": 685000, ""Gaming"": 685000}",2023-08-31
PLAN_1a18b1f3,USER_02448,925615,"{""Food Delivery"": 1320000, ""Coffee Shop"": 440000, ""Movie Ticket"": 440000, ""Gaming"": 440000}",2023-08-31
PLAN_8a831fe7,USER_06407,1920584,"{""Food Delivery"": 1860000, ""Coffee Shop"": 620000, ""Movie Ticket"": 620000, ""Gaming"": 620000}",2023-08-31
PLAN_9543b672,USER_05126,515053,"{""Food Delivery"": 600000, ""Coffee Shop"": 200000, ""Movie Ticket"": 200000, ""Gaming"": 200000}",2023-08-31
PLAN_cff065b9,USER_03091,1267573,"{""Food Delivery"": 1455000, ""Coffee Shop"": 485000, ""Movie Ticket"": 485000, ""Gaming"": 485000}",2023-08-31
PLAN_be5d30ba,USER_00065,1501783,"{""Food Delivery"": 1665000, ""Coffee Shop"": 555000, ""Movie Ticket"": 555000, ""Gaming"": 555000}",2023-08-31
PLAN_ae6f1ad4,USER_01649,1572653,"{""Food Delivery"": 1455000, ""Coffee Shop"": 485000, ""Movie Ticket"": 485000, ""Gaming"": 485000}",2023-08-31
PLAN_26e53bf6,USER_02404,1894350,"{""Food Delivery"": 2130000, ""Coffee Shop"": 710000, ""Movie Ticket"": 710000, ""Gaming"": 710000}",2023-08-31
PLAN_859a8cbe,USER_06582,2200527,"{""Food Delivery"": 1905000, ""Coffee Shop"": 635000, ""Movie Ticket"": 635000, ""Gaming"": 635000}",2023-08-31
PLAN_fd0b9bea,USER_07774,1713523,"{""Food Delivery"": 1830000, ""Coffee Shop"": 610000, ""Movie Ticket"": 610000, ""Gaming"": 610000}",2023-08-31
PLAN_cfaf31fb,USER_03738,1249973,"{""Food Delivery"": 1755000, ""Coffee Shop"": 585000, ""Movie Ticket"": 585000, ""Gaming"": 585000}",2023-08-31
PLAN_4c7fad25,USER_01136,909717,"{""Food Delivery"": 765000, ""Coffee Shop"": 255000, ""Movie Ticket"": 255000, ""Gaming"": 255000}",2023-08-31
PLAN_deb5a47b,USER_09744,1221470,"{""Food Delivery"": 1425000, ""Coffee Shop"": 475000, ""Movie Ticket"": 475000, ""Gaming"": 475000}",2023-08-31
PLAN_c284d870,USER_04356,1045919,"{""Food Delivery"": 1095000, ""Coffee Shop"": 365000, ""Movie Ticket"": 365000, ""Gaming"": 365000}",2023-08-31
PLAN_fed5b14c,USER_08752,589905,"{""Food Delivery"": 525000, ""Coffee Shop"": 175000, ""Movie Ticket"": 175000, ""Gaming"": 175000}",2023-08-31
PLAN_8a0cd0c8,USER_02523,946043,"{""Food Delivery"": 1065000, ""Coffee Shop"": 355000, ""Movie Ticket"": 355000, ""Gaming"": 355000}",2023-08-31
PLAN_10364a7c,USER_09570,570556,"{""Food Delivery"": 810000, ""Coffee Shop"": 270000, ""Movie Ticket"": 270000, ""Gaming"": 270000}",2023-08-31
PLAN_dc071f0f,USER_03788,2033403,"{""Food Delivery"": 2220000, ""Coffee Shop"": 740000, ""Movie Ticket"": 740000, ""Gaming"": 740000}",2023-08-31
PLAN_e02ae8f6,USER_08774,1672225,"{""Food Delivery"": 1290000, ""Coffee Shop"": 430000, ""Movie Ticket"": 430000, ""Gaming"": 430000}",2023-08-31
PLAN_9f187a9c,USER_01506,1871577,"{""Food Delivery"": 1710000, ""Coffee Shop"": 570000, ""Movie Ticket"": 570000, ""Gaming"": 570000}",2023-08-31
PLAN_28bf00eb,USER_02793,1404042,"{""Food Delivery"": 1260000, ""Coffee Shop"": 420000, ""Movie Ticket"": 420000, ""Gaming"": 420000}",2023-08-31
PLAN_c37a8113,USER_06572,734526,"{""Food Delivery"": 675000, ""Coffee Shop"": 225000, ""Movie Ticket"": 225000, ""Gaming"": 225000}",2023-08-31
PLAN_e51df2d6,USER_01462,1486750,"{""Food Delivery"": 1860000, ""Coffee Shop"": 620000, ""Movie Ticket"": 620000, ""Gaming"": 620000}",2023-08-31
PLAN_3564639c,USER_06519,609883,"{""Food Delivery"": 645000, ""Coffee Shop"": 215000, ""Movie Ticket"": 215000, ""Gaming"": 215000}",2023-08-31
PLAN_7ff84478,USER_02248,1190639,"{""Food Delivery"": 1020000, ""Coffee Shop"": 340000, ""Movie Ticket"": 340000, ""Gaming"": 340000}",2023-08-31
PLAN_cadeff17,USER_02313,627782,"{""Food Delivery"": 855000, ""Coffee Shop"": 285000, ""Movie Ticket"": 285000, ""Gaming"": 285000}",2023-08-31
PLAN_d99ffe29,USER_09346,1597315,"{""Food Delivery"": 1875000, ""Coffee Shop"": 625000, ""Movie Ticket"": 625000, ""Gaming"": 625000}",2023-08-31
PLAN_19b09a5e,USER_04809,1544346,"{""Food Delivery"": 1815000, ""Coffee Shop"": 605000, ""Movie Ticket"": 605000, ""Gaming"": 605000}",2023-08-31
PLAN_74b1ac35,USER_01201,1145615,"{""Food Delivery"": 1200000, ""Coffee Shop"": 400000, ""Movie Ticket"": 400000, ""Gaming"": 400000}",2023-08-31
PLAN_fc0dba84,USER_03575,2930945,"{""Food Delivery"": 2220000, ""Coffee Shop"": 740000, ""Movie Ticket"": 740000, ""Gaming"": 740000}",2023-08-31
PLAN_4d99cc52,USER_05615,832651,"{""Food Delivery"": 1170000, ""Coffee Shop"": 390000, ""Movie Ticket"": 390000, ""Gaming"": 390000}",2023-08-31
PLAN_ade5ffae,USER_01322,577106,"{""Food Delivery"": 570000, ""Coffee Shop"": 190000, ""Movie Ticket"": 190000, ""Gaming"": 190000}",2023-08-31
PLAN_078649a4,USER_01370,1026047,"{""Food Delivery"": 1305000, ""Coffee Shop"": 435000, ""Movie Ticket"": 435000, ""Gaming"": 435000}",2023-08-31
PLAN_17eee770,USER_03105,1458300,"{""Food Delivery"": 1110000, ""Coffee Shop"": 370000, ""Movie Ticket"": 370000, ""Gaming"": 370000}",2023-08-31
PLAN_0742ed8f,USER_03997,567784,"{""Food Delivery"": 765000, ""Coffee Shop"": 255000, ""Movie Ticket"": 255000, ""Gaming"": 255000}",2023-08-31
PLAN_36cc6436,USER_08620,856196,"{""Food Delivery"": 915000, ""Coffee Shop"": 305000, ""Movie Ticket"": 305000, ""Gaming"": 305000}",2023-08-31
PLAN_6e82cb98,USER_00585,1703127,"{""Food Delivery"": 1470000, ""Coffee Shop"": 490000, ""Movie Ticket"": 490000, ""Gaming"": 490000}",2023-08-31
PLAN_2967a5ff,USER_00534,1977283,"{""Food Delivery"": 1740000, ""Coffee Shop"": 580000, ""Movie Ticket"": 580000, ""Gaming"": 580000}",2023-08-31
PLAN_c062e123,USER_02822,1394274,"{""Food Delivery"": 1470000, ""Coffee Shop"": 490000, ""Movie Ticket"": 490000, ""Gaming"": 490000}",2023-08-31
PLAN_52eca538,USER_01142,956032,"{""Food Delivery"": 1065000, ""Coffee Shop"": 355000, ""Movie Ticket"": 355000, ""Gaming"": 355000}",2023-08-31
PLAN_83d94aa9,USER_02647,1146042,"{""Food Delivery"": 1230000, ""Coffee Shop"": 410000, ""Movie Ticket"": 410000, ""Gaming"": 410000}",2023-08-31
PLAN_021da176,USER_05075,1580345,"{""Food Delivery"": 1875000, ""Coffee Shop"": 625000, ""Movie Ticket"": 625000, ""Gaming"": 625000}",2023-08-31
PLAN_be75fb76,USER_05795,1060692,"{""Food Delivery"": 1320000, ""Coffee Shop"": 440000, ""Movie Ticket"": 440000, ""Gaming"": 440000}",2023-08-31
PLAN_5b48b3b6,USER_00511,1527530,"{""Food Delivery"": 1545000, ""Coffee Shop"": 515000, ""Movie Ticket"": 515000, ""Gaming"": 515000}",2023-08-31
PLAN_b30d3212,USER_05447,862602,"{""Food Delivery"": 1020000, ""Coffee Shop"": 340000, ""Movie Ticket"": 340000, ""Gaming"": 340000}",2023-08-31
PLAN_6dec9f99,USER_01592,566483,"{""Food Delivery"": 660000, ""Coffee Shop"": 220000, ""Movie Ticket"": 220000, ""Gaming"": 220000}",2023-08-31
PLAN_06d4d715,USER_06994,1656756,"{""Food Delivery"": 1500000, ""Coffee Shop"": 500000, ""Movie Ticket"": 500000, ""Gaming"": 500000}",2023-08-31
PLAN_6aadc009,USER_03021,1141751,"{""Food Delivery"": 870000, ""Coffee Shop"": 290000, ""Movie Ticket"": 290000, ""Gaming"": 290000}",2023-08-31
PLAN_d06c18b6,USER_00190,2245092,"{""Food Delivery"": 2100000, ""Coffee Shop"": 700000, ""Movie Ticket"": 700000, ""Gaming"": 700000}",2023-08-31
PLAN_440513df,USER_07544,344633,"{""Food Delivery"": 480000, ""Coffee Shop"": 160000, ""Movie Ticket"": 160000, ""Gaming"": 160000}",2023-08-31
PLAN_0278b5b5,USER_06404,1204653,"{""Food Delivery"": 1680000, ""Coffee Shop"": 560000, ""Movie Ticket"": 560000, ""Gaming"": 560000}",2023-08-31
PLAN_7b1e82a5,USER_00581,761055,"{""Food Delivery"": 585000, ""Coffee Shop"": 195000, ""Movie Ticket"": 195000, ""Gaming"": 195000}",2023-08-31
PLAN_69a21e4d,USER_06308,1569721,"{""Food Delivery"": 1815000, ""Coffee Shop"": 605000, ""Movie Ticket"": 605000, ""Gaming"": 605000}",2023-08-31
PLAN_2f0066bb,USER_07269,633398,"{""Food Delivery"": 870000, ""Coffee Shop"": 290000, ""Movie Ticket"": 290000, ""Gaming"": 290000}",2023-08-31
PLAN_e5fe6108,USER_01293,1726968,"{""Food Delivery"": 1620000, ""Coffee Shop"": 540000, ""Movie Ticket"": 540000, ""Gaming"": 540000}",2023-08-31
PLAN_4afb0845,USER_04001,1039135,"{""Food Delivery"": 960000, ""Coffee Shop"": 320000, ""Movie Ticket"": 320000, ""Gaming"": 320000}",2023-08-31
PLAN_8858e06b,USER_02712,576976,"{""Food Delivery"": 525000, ""Coffee Shop"": 175000, ""Movie Ticket"": 175000, ""Gaming"": 175000}",2023-08-31
PLAN_f10162c2,USER_08771,519634,"{""Food Delivery"": 615000, ""Coffee Shop"": 205000, ""Movie Ticket"": 205000, ""Gaming"": 205000}",2023-08-31
PLAN_9182348b,USER_01664,1421154,"{""Food Delivery"": 2100000, ""Coffee Shop"": 700000, ""Movie Ticket"": 700000, ""Gaming"": 700000}",2023-08-31
PLAN_0ee14910,USER_00329,1316560,"{""Food Delivery"": 1005000, ""Coffee Shop"": 335000, ""Movie Ticket"": 335000, ""Gaming"": 335000}",2023-08-31
PLAN_cafbb1a7,USER_03118,1325946,"{""Food Delivery"": 1590000, ""Coffee Shop"": 530000, ""Movie Ticket"": 530000, ""Gaming"": 530000}",2023-08-31
PLAN_b563b78c,USER_09097,2044752,"{""Food Delivery"": 1830000, ""Coffee Shop"": 610000, ""Movie Ticket"": 610000, ""Gaming"": 610000}",2023-08-31
PLAN_8b145447,USER_03871,819182,"{""Food Delivery"": 720000, ""Coffee Shop"": 240000, ""Movie Ticket"": 240000, ""Gaming"": 240000}",2023-08-31
PLAN_44c67bd5,USER_00001,1545607,"{""Food Delivery"": 1440000, ""Coffee Shop"": 480000, ""Movie Ticket"": 480000, ""Gaming"": 480000}",2023-08-31
PLAN_9be70c46,USER_00561,485775,"{""Food Delivery"": 555000, ""Coffee Shop"": 185000, ""Movie Ticket"": 185000, ""Gaming"": 185000}",2023-08-31
PLAN_b5e2db69,USER_06414,470305,"{""Food Delivery"": 555000, ""Coffee Shop"": 185000, ""Movie Ticket"": 185000, ""Gaming"": 185000}",2023-08-31
PLAN_94f7a4b7,USER_06628,2364549,"{""Food Delivery"": 2220000, ""Coffee Shop"": 740000, ""Movie Ticket"": 740000, ""Gaming"": 740000}",2023-08-31
PLAN_3e14d599,USER_01928,2108688,"{""Food Delivery"": 1695000, ""Coffee Shop"": 565000, ""Movie Ticket"": 565000, ""Gaming"": 565000}",2023-08-31
PLAN_9a8b7530,USER_09218,1479517,"{""Food Delivery"": 1140000, ""Coffee Shop"": 380000, ""Movie Ticket"": 380000, ""Gaming"": 380000}",2023-08-31
PLAN_4b01632f,USER_01768,364948,"{""Food Delivery"": 495000, ""Coffee Shop"": 165000, ""Movie Ticket"": 165000, ""Gaming"": 165000}",2023-08-31
PLAN_eccaca35,USER_05741,923862,"{""Food Delivery"": 1200000, ""Coffee Shop"": 400000, ""Movie Ticket"": 400000, ""Gaming"": 400000}",2023-08-31
PLAN_61d9fa04,USER_08899,2216999,"{""Food Delivery"": 1710000, ""Coffee Shop"": 570000, ""Movie Ticket"": 570000, ""Gaming"": 570000}",2023-08-31
PLAN_31d8d0e7,USER_01346,1667073,"{""Food Delivery"": 1440000, ""Coffee Shop"": 480000, ""Movie Ticket"": 480000, ""Gaming"": 480000}",2023-08-31
PLAN_620ccaa3,USER_06756,1393415,"{""Food Delivery"": 1110000, ""Coffee Shop"": 370000, ""Movie Ticket"": 370000, ""Gaming"": 370000}",2023-08-31
PLAN_56232a72,USER_07266,444974,"{""Food Delivery"": 555000, ""Coffee Shop"": 185000, ""Movie Ticket"": 185000, ""Gaming"": 185000}",2023-08-31
PLAN_b60b9a37,USER_02125,1841599,"{""Food Delivery"": 1740000, ""Coffee Shop"": 580000, ""Movie Ticket"": 580000, ""Gaming"": 580000}",2023-08-31
PLAN_33bd6d34,USER_08864,765512,"{""Food Delivery"": 675000, ""Coffee Shop"": 225000, ""Movie Ticket"": 225000, ""Gaming"": 225000}",2023-08-31
PLAN_07288e2c,USER_01843,1780918,"{""Food Delivery"": 1590000, ""Coffee Shop"": 530000, ""Movie Ticket"": 530000, ""Gaming"": 530000}",2023-08-31
PLAN_ee8575a5,USER_02068,1351825,"{""Food Delivery"": 1440000, ""Coffee Shop"": 480000, ""Movie Ticket"": 480000, ""Gaming"": 480000}",2023-08-31
PLAN_b7863a75,USER_07166,1431706,"{""Food Delivery"": 2115000, ""Coffee Shop"": 705000, ""Movie Ticket"": 705000, ""Gaming"": 705000}",2023-08-31
PLAN_417f24a5,USER_02669,601511,"{""Food Delivery"": 570000, ""Coffee Shop"": 190000, ""Movie Ticket"": 190000, ""Gaming"": 190000}",2023-08-31
PLAN_5fb1ecc6,USER_03278,1115260,"{""Food Delivery"": 1335000, ""Coffee Shop"": 445000, ""Movie Ticket"": 445000, ""Gaming"": 445000}",2023-08-31
PLAN_c5aeb8d7,USER_05903,1551772,"{""Food Delivery"": 1605000, ""Coffee Shop"": 535000, ""Movie Ticket"": 535000, ""Gaming"": 535000}",2023-08-31
PLAN_28690963,USER_01871,2075035,"{""Food Delivery"": 1590000, ""Coffee Shop"": 530000, ""Movie Ticket"": 530000, ""Gaming"": 530000}",2023-08-31
PLAN_1a250520,USER_06086,2042591,"{""Food Delivery"": 2190000, ""Coffee Shop"": 730000, ""Movie Ticket"": 730000, ""Gaming"": 730000}",2023-08-31
PLAN_4b6d2556,USER_07455,2759702,"{""Food Delivery"": 2250000, ""Coffee Shop"": 750000, ""Movie Ticket"": 750000, ""Gaming"": 750000}",2023-08-31
PLAN_5698500a,USER_02022,1188540,"{""Food Delivery"": 1500000, ""Coffee Shop"": 500000, ""Movie Ticket"": 500000, ""Gaming"": 500000}",2023-08-31
PLAN_7263dbe6,USER_06671,735882,"{""Food Delivery"": 660000, ""Coffee Shop"": 220000, ""Movie Ticket"": 220000, ""Gaming"": 220000}",2023-08-31
PLAN_25464041,USER_00694,1977006,"{""Food Delivery"": 1500000, ""Coffee Shop"": 500000, ""Movie Ticket"": 500000, ""Gaming"": 500000}",2023-08-31
PLAN_1d341f5a,USER_01530,1443479,"{""Food Delivery"": 1965000, ""Coffee Shop"": 655000, ""Movie Ticket"": 655000, ""Gaming"": 655000}",2023-08-31
PLAN_9de46c50,USER_08492,1280566,"{""Food Delivery"": 1905000, ""Coffee Shop"": 635000, ""Movie Ticket"": 635000, ""Gaming"": 635000}",2023-08-31
PLAN_101bbb1d,USER_09698,1003507,"{""Food Delivery"": 1050000, ""Coffee Shop"": 350000, ""Movie Ticket"": 350000, ""Gaming"": 350000}",2023-08-31
PLAN_94576172,USER_02842,557238,"{""Food Delivery"": 765000, ""Coffee Shop"": 255000, ""Movie Ticket"": 255000, ""Gaming"": 255000}",2023-08-31
PLAN_f94e5cc8,USER_08658,926643,"{""Food Delivery"": 795000, ""Coffee Shop"": 265000, ""Movie Ticket"": 265000, ""Gaming"": 265000}",2023-08-31
PLAN_5068d621,USER_06176,2718659,"{""Food Delivery"": 2130000, ""Coffee Shop"": 710000, ""Movie Ticket"": 710000, ""Gaming"": 710000}",2023-08-31
PLAN_c4610724,USER_00714,1864227,"{""Food Delivery"": 1950000, ""Coffee Shop"": 650000, ""Movie Ticket"": 650000, ""Gaming"": 650000}",2023-08-31
PLAN_ec3b626c,USER_02189,918859,"{""Food Delivery"": 1095000, ""Coffee Shop"": 365000, ""Movie Ticket"": 365000, ""Gaming"": 365000}",2023-08-31
PLAN_cb8a7d30,USER_01459,430320,"{""Food Delivery"": 450000, ""Coffee Shop"": 150000, ""Movie Ticket"": 150000, ""Gaming"": 150000}",2023-08-31
PLAN_f88b6a10,USER_08143,672144,"{""Food Delivery"": 585000, ""Coffee Shop"": 195000, ""Movie Ticket"": 195000, ""Gaming"": 195000}",2023-08-31
PLAN_59facd98,USER_06313,1372313,"{""Food Delivery"": 2040000, ""Coffee Shop"": 680000, ""Movie Ticket"": 680000, ""Gaming"": 680000}",2023-08-31
PLAN_76871a21,USER_08051,1732504,"{""Food Delivery"": 1635000, ""Coffee Shop"": 545000, ""Movie Ticket"": 545000, ""Gaming"": 545000}",2023-08-31
PLAN_9a832718,USER_09697,2242475,"{""Food Delivery"": 2085000, ""Coffee Shop"": 695000, ""Movie Ticket"": 695000, ""Gaming"": 695000}",2023-08-31
PLAN_510e199f,USER_05072,1654065,"{""Food Delivery"": 1515000, ""Coffee Shop"": 505000, ""Movie Ticket"": 505000, ""Gaming"": 505000}",2023-08-31
PLAN_256a7a69,USER_02439,1055718,"{""Food Delivery"": 1275000, ""Coffee Shop"": 425000, ""Movie Ticket"": 425000, ""Gaming"": 425000}",2023-08-31
PLAN_f7dee7d8,USER_05481,2433954,"{""Food Delivery"": 2130000, ""Coffee Shop"": 710000, ""Movie Ticket"": 710000, ""Gaming"": 710000}",2023-08-31
PLAN_1aea149b,USER_01273,1287841,"{""Food Delivery"": 1770000, ""Coffee Shop"": 590000, ""Movie Ticket"": 590000, ""Gaming"": 590000}",2023-08-31
PLAN_d9366907,USER_07185,947423,"{""Food Delivery"": 1185000, ""Coffee Shop"": 395000, ""Movie Ticket"": 395000, ""Gaming"": 395000}",2023-08-31
PLAN_23e50ae5,USER_02739,769762,"{""Food Delivery"": 615000, ""Coffee Shop"": 205000, ""Movie Ticket"": 205000, ""Gaming"": 205000}",2023-08-31
PLAN_cefd575e,USER_08335,2051693,"{""Food Delivery"": 1770000, ""Coffee Shop"": 590000, ""Movie Ticket"": 590000, ""Gaming"": 590000}",2023-08-31
PLAN_ae7a125e,USER_01757,1115120,"{""Food Delivery"": 1650000, ""Coffee Shop"": 550000, ""Movie Ticket"": 550000, ""Gaming"": 550000}",2023-08-31
PLAN_4568a2ee,USER_05014,1111054,"{""Food Delivery"": 1335000, ""Coffee Shop"": 445000, ""Movie Ticket"": 445000, ""Gaming"": 445000}",2023-08-31
PLAN_d6f5a172,USER_08884,667923,"{""Food Delivery"": 825000, ""Coffee Shop"": 275000, ""Movie Ticket"": 275000, ""Gaming"": 275000}",2023-08-31
PLAN_f0a42e3b,USER_01168,1766420,"{""Food Delivery"": 2085000, ""Coffee Shop"": 695000, ""Movie Ticket"": 695000, ""Gaming"": 695000}",2023-08-31
PLAN_5ba2eba1,USER_04534,1759059,"{""Food Delivery"": 2115000, ""Coffee Shop"": 705000, ""Movie Ticket"": 705000, ""Gaming"": 705000}",2023-08-31
PLAN_94e433ee,USER_02225,1136903,"{""Food Delivery"": 1605000, ""Coffee Shop"": 535000, ""Movie Ticket"": 535000, ""Gaming"": 535000}",2023-08-31
PLAN_9313b98d,USER_00365,1021258,"{""Food Delivery"": 1050000, ""Coffee Shop"": 350000, ""Movie Ticket"": 350000, ""Gaming"": 350000}",2023-08-31
PLAN_4ec1a8a5,USER_05984,1126276,"{""Food Delivery"": 975000, ""Coffee Shop"": 325000, ""Movie Ticket"": 325000, ""Gaming"": 325000}",2023-08-31
PLAN_074f4dc2,USER_00977,2410097,"{""Food Delivery"": 2250000, ""Coffee Shop"": 750000, ""Movie Ticket"": 750000, ""Gaming"": 750000}",2023-08-31
PLAN_b64340dd,USER_07015,869893,"{""Food Delivery"": 780000, ""Coffee Shop"": 260000, ""Movie Ticket"": 260000, ""Gaming"": 260000}",2023-08-31
PLAN_f43dcc80,USER_02826,778427,"{""Food Delivery"": 1080000, ""Coffee Shop"": 360000, ""Movie Ticket"": 360000, ""Gaming"": 360000}",2023-08-31
PLAN_f4e88371,USER_02428,683021,"{""Food Delivery"": 525000, ""Coffee Shop"": 175000, ""Movie Ticket"": 175000, ""Gaming"": 175000}",2023-08-31
PLAN_767fd0ea,USER_03976,2573888,"{""Food Delivery"": 2100000, ""Coffee Shop"": 700000, ""Movie Ticket"": 700000, ""Gaming"": 700000}",2023-08-31
PLAN_f0c124ef,USER_01687,1768988,"{""Food Delivery"": 1470000, ""Coffee Shop"": 490000, ""Movie Ticket"": 490000, ""Gaming"": 490000}",2023-08-31
PLAN_add4cb91,USER_06698,1312548,"{""Food Delivery"": 1080000, ""Coffee Shop"": 360000, ""Movie Ticket"": 360000, ""Gaming"": 360000}",2023-08-31
PLAN_7d0cd15a,USER_07111,1043663,"{""Food Delivery"": 810000, ""Coffee Shop"": 270000, ""Movie Ticket"": 270000, ""Gaming"": 270000}",2023-08-31
PLAN_56f3587c,USER_04847,725799,"{""Food Delivery"": 705000, ""Coffee Shop"": 235000, ""Movie Ticket"": 235000, ""Gaming"": 235000}",2023-08-31
PLAN_4d2d29db,USER_07916,1092256,"{""Food Delivery"": 1365000, ""Coffee Shop"": 455000, ""Movie Ticket"": 455000, ""Gaming"": 455000}",2023-08-31
PLAN_3b1b1d33,USER_09438,679049,"{""Food Delivery"": 630000, ""Coffee Shop"": 210000, ""Movie Ticket"": 210000, ""Gaming"": 210000}",2023-08-31
PLAN_e36b849b,USER_09430,1254874,"{""Food Delivery"": 1080000, ""Coffee Shop"": 360000, ""Movie Ticket"": 360000, ""Gaming"": 360000}",2023-08-31
PLAN_a410d9ca,USER_04471,1859571,"{""Food Delivery"": 1605000, ""Coffee Shop"": 535000, ""Movie Ticket"": 535000, ""Gaming"": 535000}",2023-08-31
PLAN_4535b540,USER_09701,867225,"{""Food Delivery"": 855000, ""Coffee Shop"": 285000, ""Movie Ticket"": 285000, ""Gaming"": 285000}",2023-08-31
PLAN_fc965a70,USER_05643,502175,"{""Food Delivery"": 705000, ""Coffee Shop"": 235000, ""Movie Ticket"": 235000, ""Gaming"": 235000}",2023-08-31
